"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP","MSRP_range"
"11013","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,35700,"(2e+04,4e+04]"
"11014","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,13,2031,33000,"(2e+04,4e+04]"
"11015","Toyota","Tundra",2016,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,33890,"(2e+04,4e+04]"
"11016","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,31170,"(2e+04,4e+04]"
"11017","Toyota","Tundra",2016,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,38020,"(2e+04,4e+04]"
"11018","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",2,"N/A","Large","Regular Cab Pickup",17,13,2031,33450,"(2e+04,4e+04]"
"11019","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,50030,"(4e+04,6e+04]"
"11020","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,35420,"(2e+04,4e+04]"
"11021","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,42330,"(4e+04,6e+04]"
"11022","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,2031,31830,"(2e+04,4e+04]"
"11023","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,46980,"(4e+04,6e+04]"
"11024","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,42330,"(4e+04,6e+04]"
"11025","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,46980,"(4e+04,6e+04]"
"11026","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,44195,"(4e+04,6e+04]"
"11027","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,39280,"(2e+04,4e+04]"
"11028","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,2031,34880,"(2e+04,4e+04]"
"11029","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,46010,"(4e+04,6e+04]"
"11030","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",2,"N/A","Large","Regular Cab Pickup",18,13,2031,30400,"(2e+04,4e+04]"
"11031","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,38470,"(2e+04,4e+04]"
"11032","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,33430,"(2e+04,4e+04]"
"11033","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,41145,"(4e+04,6e+04]"
"11034","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,43395,"(4e+04,6e+04]"
"11035","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,50030,"(4e+04,6e+04]"
"11036","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",19,15,2031,34150,"(2e+04,4e+04]"
"11037","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",18,13,2031,30400,"(2e+04,4e+04]"
"11038","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,31620,"(2e+04,4e+04]"
"11039","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,50030,"(4e+04,6e+04]"
"11040","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,33100,"(2e+04,4e+04]"
"11041","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,43395,"(4e+04,6e+04]"
"11042","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,31620,"(2e+04,4e+04]"
"11043","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,36480,"(2e+04,4e+04]"
"11044","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,31290,"(2e+04,4e+04]"
"11045","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,33430,"(2e+04,4e+04]"
"11046","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,34340,"(2e+04,4e+04]"
"11047","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",18,14,2031,37200,"(2e+04,4e+04]"
"11048","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,46980,"(4e+04,6e+04]"
"11049","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,44195,"(4e+04,6e+04]"
"11050","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,31290,"(2e+04,4e+04]"
"11051","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,34340,"(2e+04,4e+04]"
"11052","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,2031,46980,"(4e+04,6e+04]"
"11053","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,36150,"(2e+04,4e+04]"
"11054","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,34670,"(2e+04,4e+04]"
"11055","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",18,13,2031,33100,"(2e+04,4e+04]"
"11056","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",19,15,2031,30020,"(2e+04,4e+04]"
"11057","Toyota","Tundra",2017,"regular unleaded",310,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",18,14,2031,33070,"(2e+04,4e+04]"
"11058","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,35420,"(2e+04,4e+04]"
"11059","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,36480,"(2e+04,4e+04]"
"11060","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Extended Cab Pickup",18,13,2031,39280,"(2e+04,4e+04]"
"11061","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Extended Cab Pickup",17,13,2031,36150,"(2e+04,4e+04]"
"11062","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,46010,"(4e+04,6e+04]"
"11063","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","Crew Cab Pickup",18,13,2031,41145,"(4e+04,6e+04]"
"11064","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",2,"Flex Fuel","Large","Regular Cab Pickup",17,13,2031,33450,"(2e+04,4e+04]"
"11065","Toyota","Tundra",2017,"regular unleaded",381,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",17,13,2031,38470,"(2e+04,4e+04]"
"11066","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",17,13,2031,34670,"(2e+04,4e+04]"
"11067","Toyota","Tundra",2017,"flex-fuel (unleaded/E85)",381,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,13,2031,50030,"(4e+04,6e+04]"
"11068","GMC","Typhoon",1992,"regular unleaded",285,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Performance","Compact","2dr SUV",17,14,549,5895,"(0,1e+04]"
"11069","GMC","Typhoon",1993,"regular unleaded",285,6,"AUTOMATIC","all wheel drive",2,"Factory Tuner,Performance","Compact","2dr SUV",17,13,549,6890,"(0,1e+04]"
"11070","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,22750,"(2e+04,4e+04]"
"11071","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,22750,"(2e+04,4e+04]"
"11072","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,28250,"(2e+04,4e+04]"
"11073","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,26250,"(2e+04,4e+04]"
"11074","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",23,16,1385,19250,"(1e+04,2e+04]"
"11075","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",23,16,1385,19250,"(1e+04,2e+04]"
"11076","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Cargo Minivan",23,16,1385,21150,"(2e+04,4e+04]"
"11077","Chevrolet","Uplander",2006,"regular unleaded",201,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Passenger Minivan",23,16,1385,30250,"(2e+04,4e+04]"
"11078","Chevrolet","Uplander",2006,"regular unleaded",196,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",21,15,1385,33250,"(2e+04,4e+04]"
"11079","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Passenger Minivan",23,16,1385,20205,"(2e+04,4e+04]"
"11080","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Cargo Minivan",23,16,1385,22105,"(2e+04,4e+04]"
"11081","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,23280,"(2e+04,4e+04]"
"11082","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,23280,"(2e+04,4e+04]"
"11083","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,27405,"(2e+04,4e+04]"
"11084","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,33050,"(2e+04,4e+04]"
"11085","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,29350,"(2e+04,4e+04]"
"11086","Chevrolet","Uplander",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Passenger Minivan",23,16,1385,20205,"(2e+04,4e+04]"
"11087","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Passenger Minivan",23,16,1385,21540,"(2e+04,4e+04]"
"11088","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Passenger Minivan",23,16,1385,21540,"(2e+04,4e+04]"
"11089","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,24250,"(2e+04,4e+04]"
"11090","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Cargo Minivan",23,16,1385,23080,"(2e+04,4e+04]"
"11091","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,29330,"(2e+04,4e+04]"
"11092","Chevrolet","Uplander",2008,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,1385,24250,"(2e+04,4e+04]"
"11106","Volvo","V40",2002,"premium unleaded (required)",160,4,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",27,19,870,24900,"(2e+04,4e+04]"
"11107","Volvo","V40",2003,"premium unleaded (required)",170,4,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",27,19,870,24900,"(2e+04,4e+04]"
"11108","Volvo","V40",2004,"premium unleaded (required)",170,4,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",27,19,870,25700,"(2e+04,4e+04]"
"11109","Volvo","V40",2004,"premium unleaded (required)",170,4,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",27,19,870,29845,"(2e+04,4e+04]"
"11110","Volvo","V50",2009,"premium unleaded (recommended)",168,5,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",31,20,870,29800,"(2e+04,4e+04]"
"11111","Volvo","V50",2009,"premium unleaded (recommended)",227,5,"AUTOMATIC","all wheel drive",4,"Luxury","Compact","Wagon",26,18,870,35500,"(2e+04,4e+04]"
"11112","Volvo","V50",2010,"premium unleaded (recommended)",227,5,"MANUAL","all wheel drive",4,"Luxury","Compact","Wagon",26,20,870,33050,"(2e+04,4e+04]"
"11113","Volvo","V50",2010,"premium unleaded (recommended)",168,5,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",30,21,870,28700,"(2e+04,4e+04]"
"11114","Volvo","V50",2011,"regular unleaded",227,5,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",30,21,870,32850,"(2e+04,4e+04]"
"11115","Volvo","V50",2011,"regular unleaded",227,5,"AUTOMATIC","front wheel drive",4,"Luxury","Compact","Wagon",30,21,870,29000,"(2e+04,4e+04]"
"11116","Volvo","V60 Cross Country",2015,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",28,20,870,41000,"(4e+04,6e+04]"
"11117","Volvo","V60 Cross Country",2015,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",28,20,870,44650,"(4e+04,6e+04]"
"11118","Volvo","V60 Cross Country",2016,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",28,20,870,41200,"(4e+04,6e+04]"
"11119","Volvo","V60 Cross Country",2016,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",28,20,870,44850,"(4e+04,6e+04]"
"11120","Volvo","V60 Cross Country",2017,"regular unleaded",240,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",30,22,870,41700,"(4e+04,6e+04]"
"11121","Volvo","V60 Cross Country",2017,"regular unleaded",240,4,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","Wagon",30,22,870,45350,"(4e+04,6e+04]"
"11122","Volvo","V60",2015,"regular unleaded",325,6,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Midsize","Wagon",28,19,870,45400,"(4e+04,6e+04]"
"11123","Volvo","V60",2015,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",29,20,870,37450,"(2e+04,4e+04]"
"11124","Volvo","V60",2015,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",37,25,870,35750,"(2e+04,4e+04]"
"11125","Volvo","V60",2015,"regular unleaded",325,6,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Midsize","Wagon",28,19,870,45150,"(4e+04,6e+04]"
"11126","Volvo","V60",2015,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",29,20,870,37250,"(2e+04,4e+04]"
"11127","Volvo","V60",2015,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",37,25,870,35950,"(2e+04,4e+04]"
"11128","Volvo","V60",2016,"regular unleaded",302,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Wagon",31,22,870,46050,"(4e+04,6e+04]"
"11129","Volvo","V60",2016,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",29,20,870,43520,"(4e+04,6e+04]"
"11130","Volvo","V60",2016,"regular unleaded",345,6,"AUTOMATIC","all wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","Wagon",27,18,870,61300,"(6e+04,8e+04]"
"11131","Volvo","V60",2016,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",29,20,870,39600,"(2e+04,4e+04]"
"11132","Volvo","V60",2016,"regular unleaded",302,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Wagon",31,22,870,49450,"(4e+04,6e+04]"
"11133","Volvo","V60",2016,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",29,25,870,36150,"(2e+04,4e+04]"
"11134","Volvo","V60",2016,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",29,25,870,41750,"(4e+04,6e+04]"
"11135","Volvo","V60",2016,"regular unleaded",325,6,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Midsize","Wagon",27,18,870,49200,"(4e+04,6e+04]"
"11136","Volvo","V60",2016,"regular unleaded",325,6,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Midsize","Wagon",27,18,870,45800,"(4e+04,6e+04]"
"11137","Volvo","V60",2016,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",29,25,870,38100,"(2e+04,4e+04]"
"11138","Volvo","V60",2016,"regular unleaded",250,5,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Wagon",29,20,870,37650,"(2e+04,4e+04]"
"11139","Volvo","V60",2017,"regular unleaded",302,4,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Wagon",31,23,870,48950,"(4e+04,6e+04]"
"11140","Volvo","V60",2017,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Wagon",36,25,870,36150,"(2e+04,4e+04]"
"11141","Volvo","V60",2017,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Wagon",36,25,870,41750,"(4e+04,6e+04]"
"11142","Volvo","V60",2017,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Wagon",36,25,870,38100,"(2e+04,4e+04]"
"11143","Volvo","V70",2008,"premium unleaded (recommended)",235,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",24,16,870,32465,"(2e+04,4e+04]"
"11144","Volvo","V70",2009,"premium unleaded (recommended)",235,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",25,16,870,32900,"(2e+04,4e+04]"
"11145","Volvo","V70",2010,"premium unleaded (recommended)",235,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",27,18,870,33550,"(2e+04,4e+04]"
"11146","Volvo","V70",2010,"premium unleaded (recommended)",235,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Wagon",27,18,870,38000,"(2e+04,4e+04]"
"11147","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,145200,"(1e+05,1.5e+05]"
"11148","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",420,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,131200,"(1e+05,1.5e+05]"
"11149","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,130700,"(1e+05,1.5e+05]"
"11150","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",420,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,122400,"(1e+05,1.5e+05]"
"11151","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",420,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,116700,"(1e+05,1.5e+05]"
"11152","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",420,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",21,14,259,136900,"(1e+05,1.5e+05]"
"11153","Aston Martin","V8 Vantage",2014,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,136400,"(1e+05,1.5e+05]"
"11155","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,147495,"(1e+05,1.5e+05]"
"11156","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,132995,"(1e+05,1.5e+05]"
"11157","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,98200,"(8e+04,1e+05]"
"11158","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,117995,"(1e+05,1.5e+05]"
"11159","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,103900,"(1e+05,1.5e+05]"
"11161","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,138695,"(1e+05,1.5e+05]"
"11162","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,112700,"(1e+05,1.5e+05]"
"11163","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,123695,"(1e+05,1.5e+05]"
"11164","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",21,14,259,138195,"(1e+05,1.5e+05]"
"11165","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",21,14,259,118400,"(1e+05,1.5e+05]"
"11166","Aston Martin","V8 Vantage",2015,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,132495,"(1e+05,1.5e+05]"
"11167","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,148795,"(1e+05,1.5e+05]"
"11168","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,134295,"(1e+05,1.5e+05]"
"11169","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",19,13,259,103300,"(1e+05,1.5e+05]"
"11170","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Coupe",21,14,259,126995,"(1e+05,1.5e+05]"
"11171","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",19,13,259,117800,"(1e+05,1.5e+05]"
"11172","Aston Martin","V8 Vantage",2016,"premium unleaded (required)",430,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","Convertible",21,14,259,141495,"(1e+05,1.5e+05]"
